restaurant_id,online_order,book_table
32851,Yes,No
44252,Yes,No
23625,No,No
3302,Yes,No
9672,No,No
36287,No,No
6918,Yes,No
43091,No,Yes
9075,Yes,Yes
22754,Yes,No
16221,Yes,No
513,No,No
12363,Yes,No
1229,Yes,No
28309,No,No
12824,No,No
22401,Yes,No
16979,Yes,No
24746,No,No
719,No,No
44679,No,No
15443,No,No
30267,Yes,No
14699,Yes,No
7412,Yes,No
50403,Yes,No
196,Yes,No
10360,No,No
5405,Yes,Yes
5295,Yes,No
14820,Yes,No
26427,No,No
49127,No,No
11433,No,No
26571,No,Yes
26104,Yes,No
27575,Yes,Yes
18995,Yes,No
14013,No,No
26370,No,No
27601,Yes,No
13603,Yes,No
8910,Yes,No
36003,No,No
17840,Yes,No
43516,No,No
27170,Yes,No
36159,No,No
33071,No,No
38993,No,No
9693,Yes,No
1261,Yes,No
34373,No,No
30423,Yes,No
11956,No,No
28527,No,No
7004,No,No
24365,No,No
37891,Yes,No
24255,Yes,No
23936,No,No
48846,No,No
8444,Yes,No
34262,Yes,No
9649,No,No
49791,Yes,No
32024,No,No
24655,Yes,No
22919,No,No
44900,Yes,No
27450,Yes,No
42632,Yes,No
26748,Yes,No
43021,No,No
38966,Yes,No
22988,No,Yes
23813,No,No
16371,No,No
26232,No,No
41287,Yes,No
49738,No,No
2163,No,No
32586,Yes,No
34631,No,No
32868,Yes,No
8898,Yes,No
19500,Yes,No
20461,Yes,No
7936,Yes,No
4110,Yes,No
45112,Yes,No
10151,Yes,No
27085,Yes,No
42775,Yes,No
3751,No,Yes
24197,Yes,No
36564,No,No
47601,Yes,No
20427,Yes,No
12254,Yes,No
15719,No,No
23224,Yes,Yes
8212,Yes,No
8067,No,No
10966,Yes,Yes
39344,No,Yes
1908,Yes,No
29991,Yes,No
22316,Yes,Yes
43076,No,No
33011,Yes,No
37115,Yes,No
43928,Yes,Yes
28348,Yes,Yes
18702,No,Yes
27686,No,No
31876,No,No
45071,Yes,No
37951,Yes,No
47597,Yes,No
12710,Yes,No
15280,Yes,No
21380,No,No
10140,Yes,No
7913,Yes,No
27613,Yes,No
47499,Yes,No
47780,Yes,No
583,Yes,No
9177,Yes,No
2856,Yes,No
45281,No,No
11014,Yes,No
37558,No,Yes
17858,Yes,No
37943,No,Yes
15848,No,No
34320,No,No
3610,No,No
35291,Yes,No
15924,Yes,No
22441,Yes,No
9812,Yes,No
4087,Yes,Yes
49527,Yes,No
46218,Yes,No
3479,No,No
40021,No,No
18302,Yes,No
31170,Yes,No
33902,No,No
5581,Yes,No
18730,No,No
35160,Yes,No
35914,No,No
27346,Yes,No
34393,No,No
2535,No,No
21898,Yes,No
41018,Yes,No
28174,Yes,No
11155,Yes,No
3207,Yes,No
27544,Yes,No
20040,Yes,No
44425,No,Yes
25068,No,No
13570,Yes,No
20,Yes,No
46983,No,Yes
14108,No,No
40360,Yes,No
11232,Yes,No
2698,Yes,No
34273,Yes,No
36307,No,No
29025,Yes,No
29745,Yes,No
6109,No,No
50902,No,No
33076,Yes,No
39933,Yes,No
46783,No,No
23003,No,No
33294,Yes,No
1990,No,No
49073,Yes,No
1940,Yes,No
33286,Yes,No
47967,Yes,Yes
24963,No,No
16106,No,No
5787,Yes,No
21571,Yes,No
17518,No,No
2986,Yes,No
17049,Yes,No
41735,Yes,No
29977,Yes,No
32552,Yes,No
37163,Yes,No
43049,No,Yes
12270,Yes,No
37022,No,No
24777,No,No
37278,Yes,No
30669,No,No
11176,Yes,No
40326,No,No
6759,No,No
18935,Yes,No
19096,No,No
26785,Yes,No
42922,No,No
43106,No,No
30096,Yes,No
50015,No,No
37887,Yes,No
1268,No,No
21699,No,No
22603,No,No
42215,No,No
45275,No,No
17325,No,No
21735,No,Yes
23596,Yes,Yes
9151,Yes,No
12411,No,No
39635,Yes,No
42317,Yes,No
37959,Yes,No
29553,Yes,No
36273,No,No
27489,Yes,No
34975,Yes,No
10582,Yes,No
8783,Yes,No
15843,Yes,Yes
441,Yes,No
5050,Yes,No
50482,Yes,No
19596,Yes,Yes
18082,Yes,No
6395,Yes,No
47814,Yes,No
7579,Yes,No
27635,Yes,No
5462,Yes,No
542,No,No
2630,Yes,No
46533,No,No
2898,No,No
25969,No,Yes
32428,Yes,No
41180,Yes,No
2075,No,No
50071,No,Yes
18596,No,No
23407,Yes,No
27611,Yes,No
47578,No,No
16510,Yes,No
46662,No,No
14995,Yes,No
13374,No,No
44354,Yes,No
7333,Yes,No
15745,No,No
27027,Yes,No
30141,Yes,No
43525,Yes,No
24542,No,No
29222,No,Yes
49160,Yes,No
1105,Yes,No
9692,No,No
48377,Yes,No
1591,No,No
10613,Yes,No
46880,No,No
8319,Yes,Yes
29037,Yes,No
8917,Yes,No
28207,No,No
34475,Yes,No
16528,Yes,No
4543,No,No
48754,No,No
47793,No,No
28152,No,No
461,Yes,No
33892,Yes,No
29313,No,Yes
26464,No,No
33599,Yes,No
41962,Yes,No
38813,Yes,No
44516,No,No
14359,Yes,No
31079,No,No
2603,Yes,No
6683,Yes,Yes
36788,Yes,Yes
32105,Yes,Yes
30268,Yes,Yes
2165,No,No
47423,Yes,No
32184,Yes,No
24712,No,No
23965,Yes,Yes
38182,Yes,Yes
36163,No,No
5547,Yes,Yes
44536,Yes,No
39685,No,No
16022,No,No
37385,No,No
39643,Yes,No
19795,Yes,No
4730,No,No
21972,Yes,No
368,Yes,No
24420,No,No
40584,Yes,No
41430,Yes,No
30352,Yes,No
1449,Yes,No
11749,Yes,No
3241,Yes,No
16231,Yes,No
10139,Yes,No
31496,Yes,No
47983,No,Yes
26380,No,No
47602,Yes,No
36570,No,No
16848,Yes,No
29125,No,No
14443,No,No
8546,Yes,No
24902,Yes,No
24201,Yes,No
18102,Yes,No
13125,No,No
15779,No,No
24672,Yes,Yes
42084,No,No
24026,Yes,No
14525,No,No
27795,Yes,No
19049,Yes,No
17090,Yes,No
15478,No,No
23538,Yes,No
45250,Yes,No
161,Yes,No
5125,Yes,No
4362,Yes,No
38828,No,No
17016,Yes,Yes
35072,Yes,No
1146,Yes,No
5873,No,No
37277,Yes,No
12568,No,Yes
41784,No,No
21426,Yes,No
3213,Yes,No
50177,Yes,No
18847,No,No
32759,Yes,Yes
25621,No,No
7027,Yes,No
9635,No,No
13793,No,No
28147,Yes,No
43051,Yes,No
11166,No,No
10909,No,Yes
5781,Yes,No
21111,Yes,No
8045,Yes,No
18375,Yes,No
32816,Yes,No
1914,No,No
21893,Yes,No
29027,Yes,No
13627,Yes,No
21103,Yes,No
45015,Yes,No
21711,No,No
16582,Yes,No
10082,No,No
32573,Yes,No
10120,No,No
25534,Yes,No
49573,Yes,No
26727,Yes,No
18939,No,No
20740,No,No
22171,Yes,No
40631,Yes,No
40878,No,No
4464,Yes,No
29847,Yes,No
47705,Yes,No
46866,No,No
14502,No,No
36298,No,No
10745,Yes,No
17905,Yes,No
48182,No,Yes
41357,Yes,No
39464,Yes,No
13992,No,No
9671,No,No
20226,Yes,No
48773,No,Yes
41491,Yes,No
10976,Yes,No
16667,Yes,No
31533,Yes,No
44658,Yes,No
47770,Yes,Yes
39540,Yes,No
8785,Yes,No
49401,Yes,No
29507,Yes,No
6543,Yes,No
36182,No,No
15226,No,No
32257,Yes,No
9199,Yes,No
45594,No,No
36476,Yes,No
20048,Yes,No
45950,Yes,No
33266,Yes,No
39113,Yes,No
37790,No,No
39683,Yes,Yes
38011,No,No
26187,Yes,No
37261,Yes,No
12530,Yes,Yes
8260,No,Yes
29065,Yes,No
41055,No,No
34250,Yes,No
28883,No,No
15489,No,No
45666,Yes,No
10049,No,No
11134,Yes,No
1590,No,No
24018,Yes,No
47244,Yes,Yes
51611,No,No
8215,Yes,No
49369,No,No
40412,No,No
5193,Yes,No
32939,Yes,No
36033,No,Yes
45279,No,Yes
19174,Yes,No
11358,No,No
33504,No,No
15879,Yes,No
3677,No,No
29777,Yes,No
13396,Yes,No
22421,Yes,No
13250,No,No
29640,Yes,No
47835,No,No
18019,Yes,No
41202,Yes,No
29366,Yes,No
24144,Yes,No
1366,Yes,No
10091,No,No
50407,Yes,No
41363,Yes,No
90,No,No
36640,Yes,No
22338,Yes,Yes
31028,No,No
47046,Yes,No
35104,Yes,No
35666,Yes,No
4092,Yes,No
1126,Yes,No
43736,No,No
20859,Yes,No
47276,Yes,Yes
39428,Yes,No
5067,Yes,No
15199,Yes,No
20151,Yes,Yes
46053,No,No
20960,No,No
2182,No,No
48062,No,Yes
13466,Yes,No
46975,No,Yes
8763,Yes,No
32609,Yes,No
25175,No,No
49449,Yes,No
567,Yes,Yes
47293,Yes,Yes
25357,Yes,No
15108,No,No
45513,Yes,No
23,Yes,No
8323,Yes,No
9388,Yes,Yes
45166,No,No
19856,Yes,No
33774,Yes,No
14188,No,No
7952,Yes,No
2492,Yes,No
8913,Yes,No
51659,Yes,Yes
3951,Yes,No
12991,No,No
36904,No,No
50794,No,No
17178,Yes,No
35427,Yes,No
27937,No,No
4177,Yes,No
38753,No,Yes
40707,No,No
11245,Yes,No
13936,Yes,No
17504,No,Yes
18637,No,No
144,No,No
16183,Yes,No
34894,Yes,No
44289,No,No
35200,Yes,No
26343,Yes,No
122,No,No
18691,No,Yes
655,Yes,No
20353,Yes,No
20855,Yes,No
26366,No,No
12479,Yes,No
40721,No,No
22736,Yes,Yes
50672,No,No
8841,Yes,No
34342,No,No
42482,Yes,No
39693,Yes,No
47494,Yes,No
3918,Yes,No
34591,No,No
40456,Yes,No
29985,No,Yes
1029,Yes,No
20651,Yes,No
7000,No,No
51572,No,No
23023,Yes,No
13500,Yes,No
30819,Yes,No
23241,No,No
31009,Yes,No
27607,Yes,No
45320,No,No
37268,No,No
16232,Yes,No
41119,Yes,No
4914,Yes,No
16072,No,No
9410,Yes,No
39927,Yes,No
34896,Yes,No
39542,Yes,No
33810,Yes,Yes
41882,No,No
49952,Yes,No
48853,Yes,Yes
7681,Yes,No
25254,Yes,No
37244,No,No
46465,Yes,No
33844,Yes,No
46139,No,Yes
27627,Yes,No
12232,Yes,No
2420,Yes,No
43608,No,No
18796,Yes,No
23522,Yes,No
28440,Yes,No
1245,Yes,No
37252,Yes,No
41635,Yes,No
9807,No,No
31982,No,Yes
32292,Yes,No
38757,No,No
8946,Yes,No
26341,No,No
47668,Yes,No
16119,No,No
32196,No,No
14818,Yes,No
16274,Yes,No
10358,No,No
20014,Yes,No
33780,Yes,No
49270,Yes,Yes
7799,No,No
42464,Yes,No
11670,No,No
26439,No,No
6145,No,No
23571,No,No
31166,No,No
4786,No,No
50331,Yes,No
39009,Yes,No
14629,Yes,No
6174,Yes,No
2587,Yes,No
48977,Yes,No
25516,Yes,No
28308,No,Yes
37677,Yes,No
7610,Yes,No
17844,Yes,No
35114,Yes,No
21321,No,No
2156,No,No
50998,No,No
32041,Yes,Yes
28987,Yes,No
6561,No,No
376,Yes,No
39791,Yes,No
10883,Yes,Yes
12104,Yes,No
1722,No,No
49232,Yes,No
30724,No,No
17870,Yes,No
34861,No,No
22091,Yes,No
21857,Yes,No
35665,Yes,No
28731,No,No
3443,Yes,Yes
13193,No,No
8118,No,No
40674,Yes,No
35168,Yes,No
51670,No,No
27307,Yes,No
8100,Yes,No
32278,Yes,No
39384,No,No
5158,Yes,Yes
1505,Yes,No
7184,No,No
14242,No,No
31536,No,No
33223,No,No
36897,No,No
49828,No,No
19200,Yes,No
35445,Yes,No
11132,Yes,No
46362,Yes,No
36723,No,No
5352,Yes,Yes
22261,Yes,No
12490,Yes,No
23555,Yes,No
2585,Yes,No
47854,No,No
28455,No,Yes
22388,Yes,No
44960,Yes,No
3513,No,No
18747,No,Yes
28673,Yes,No
36145,No,No
12138,Yes,No
35007,Yes,No
30169,No,Yes
10489,Yes,No
50250,Yes,No
12766,No,Yes
44984,Yes,No
13308,No,Yes
36777,Yes,No
48788,No,Yes
16601,Yes,No
46788,Yes,No
29052,Yes,No
7007,No,No
33565,No,No
44325,No,No
5383,Yes,No
35429,Yes,No
27811,Yes,No
18886,No,No
39083,No,No
26378,No,No
24662,No,No
26067,Yes,No
19447,Yes,No
2918,Yes,No
2531,Yes,No
11899,Yes,Yes
43541,Yes,Yes
47931,No,No
49590,Yes,No
20404,No,No
27687,No,No
12443,Yes,No
41571,Yes,Yes
24306,Yes,No
31583,No,No
46603,No,No
30018,Yes,No
21128,Yes,Yes
13749,No,No
1372,No,Yes
6075,No,Yes
45336,No,No
7843,No,No
29259,No,Yes
44530,Yes,No
13047,Yes,No
10210,Yes,No
46383,Yes,Yes
36326,No,No
47104,Yes,No
4373,No,No
33434,No,No
34804,Yes,No
43542,Yes,No
19310,No,Yes
7585,Yes,No
16628,Yes,No
12279,Yes,No
32037,No,Yes
11689,Yes,No
50995,No,No
15452,No,No
426,Yes,No
12435,No,No
37045,Yes,No
44308,No,No
17459,No,No
45445,No,No
45800,No,Yes
2466,Yes,Yes
39775,Yes,No
38369,Yes,No
16389,Yes,No
4224,Yes,No
39631,Yes,No
10081,No,No
14347,No,No
4576,Yes,No
7964,Yes,No
6954,Yes,No
5846,Yes,No
6442,No,No
41623,Yes,No
13566,Yes,No
34532,No,No
21293,Yes,No
4861,No,Yes
42734,Yes,Yes
22866,No,No
44725,Yes,Yes
27052,Yes,No
9685,No,No
24961,Yes,No
4805,No,Yes
41201,Yes,No
49699,No,No
23860,No,No
4961,No,No
18721,No,Yes
43733,No,No
13405,No,No
7492,Yes,No
16806,Yes,Yes
48138,No,No
40290,Yes,No
19235,No,No
33470,No,No
20165,Yes,Yes
9788,No,Yes
9240,Yes,No
1476,No,No
48132,No,No
21039,Yes,No
32989,Yes,No
30055,Yes,No
30720,No,No
4085,No,No
37405,No,No
45603,No,No
26926,Yes,Yes
9125,Yes,No
28403,Yes,Yes
14951,Yes,No
34837,No,No
43960,No,No
7305,No,No
42086,No,No
8462,Yes,No
15757,No,Yes
32399,Yes,No
25928,Yes,No
34397,No,No
51716,No,No
343,Yes,No
48767,No,No
17445,No,No
7581,Yes,No
48512,No,No
12525,Yes,Yes
4667,No,No
16648,Yes,No
40200,Yes,No
41612,Yes,No
19664,Yes,No
35592,Yes,Yes
13888,No,No
24011,Yes,No
35539,Yes,No
20058,Yes,No
32945,Yes,No
39901,Yes,No
42838,Yes,Yes
28089,Yes,No
14251,No,No
559,Yes,Yes
19844,Yes,No
19110,Yes,No
50201,Yes,No
35423,Yes,No
5378,Yes,No
48821,No,Yes
47112,Yes,No
22829,Yes,No
20615,Yes,No
27804,No,No
47425,Yes,No
14401,No,No
17115,No,No
34639,No,No
11889,Yes,No
6185,Yes,No
50711,No,No
44948,Yes,Yes
10680,Yes,No
1257,Yes,No
2771,Yes,No
3990,Yes,No
35064,Yes,No
6138,Yes,No
6357,No,No
20764,No,No
46105,No,Yes
39371,No,No
43940,No,No
22826,Yes,No
18156,Yes,Yes
4598,No,No
28847,No,No
28404,No,Yes
24909,Yes,No
21775,Yes,Yes
14194,Yes,No
47468,Yes,No
17767,Yes,No
25608,Yes,No
22054,Yes,No
654,Yes,No
29127,Yes,No
27446,Yes,No
25313,Yes,No
10964,Yes,Yes
18246,No,No
37280,No,No
32069,No,Yes
2537,No,No
11118,Yes,No
45813,No,No
9357,Yes,Yes
697,No,No
12886,No,No
22128,Yes,No
13514,Yes,No
35941,Yes,Yes
46962,No,Yes
50947,Yes,No
9079,Yes,No
48859,No,No
43815,No,No
33237,No,No
7253,No,No
25787,No,No
35959,Yes,No
37403,No,No
18422,No,No
18830,Yes,No
47978,Yes,No
48870,Yes,No
50815,No,No
15292,No,No
50262,Yes,Yes
21054,Yes,No
9513,No,No
31582,No,No
41316,Yes,No
37867,Yes,No
13104,No,No
32713,Yes,No
6365,No,No
40203,No,No
31632,Yes,No
48342,Yes,No
40942,Yes,No
15154,Yes,No
50366,Yes,No
6276,Yes,No
19744,Yes,No
36733,No,No
41741,Yes,No
48601,No,Yes
7571,Yes,No
34752,No,Yes
10318,No,No
41397,Yes,No
30140,Yes,No
21219,No,No
8276,Yes,Yes
51042,No,Yes
24635,Yes,No
27702,Yes,No
28637,No,No
22049,Yes,No
18350,Yes,No
35038,Yes,No
46084,No,Yes
10962,Yes,No
39395,Yes,Yes
21323,Yes,No
23544,No,No
33543,No,No
43830,No,No
46960,Yes,Yes
47797,No,No
20230,Yes,No
18626,No,No
16694,Yes,No
6082,Yes,Yes
28943,No,No
9706,Yes,No
19268,No,No
13741,No,No
16479,Yes,No
42594,Yes,No
25300,Yes,No
2018,No,No
30832,Yes,No
40772,Yes,No
17728,Yes,No
13368,No,Yes
48238,Yes,Yes
18469,Yes,No
5666,No,No
19480,No,No
41435,Yes,No
38960,Yes,No
21819,No,Yes
45386,Yes,No
28969,Yes,Yes
282,Yes,No
28757,Yes,No
29964,Yes,Yes
41975,Yes,No
20556,No,No
38954,Yes,No
44051,Yes,No
31047,No,No
1026,Yes,No
7986,No,No
16131,No,No
30015,Yes,Yes
35874,Yes,No
26586,No,No
15918,Yes,No
10996,Yes,No
31936,No,No
21376,Yes,No
37593,No,No
41131,Yes,No
36302,No,No
38076,Yes,No
37406,No,No
24879,Yes,No
23756,No,No
36918,Yes,No
10004,No,No
11890,Yes,No
970,Yes,No
30246,Yes,No
24618,No,No
49498,No,No
9465,Yes,No
36769,No,Yes
19787,Yes,No
49922,Yes,No
31598,No,No
40740,No,No
9325,Yes,No
29142,No,No
7424,Yes,No
13782,No,No
15346,No,No
12166,Yes,No
32352,Yes,No
1815,Yes,No
26669,Yes,No
8686,Yes,No
29844,Yes,No
13638,Yes,No
42231,No,No
35107,Yes,No
14272,Yes,No
17947,Yes,No
35066,Yes,No
2508,No,Yes
31191,Yes,No
43909,No,Yes
22776,No,No
15859,Yes,No
17449,No,No
32359,Yes,No
615,No,No
12221,Yes,No
8498,Yes,No
5246,Yes,No
33679,Yes,No
44512,No,No
12893,Yes,No
34200,Yes,No
2912,Yes,No
24035,No,No
22595,No,No
11149,Yes,No
45089,Yes,No
2491,Yes,No
41115,Yes,No
38704,No,Yes
14233,No,No
4922,Yes,No
15678,No,Yes
45635,No,No
34336,No,No
4182,Yes,No
26838,Yes,No
26408,No,No
6430,No,No
42878,No,No
1759,No,No
51130,Yes,No
42874,No,No
40370,Yes,No
260,Yes,No
16123,Yes,No
32711,Yes,No
5565,Yes,No
24819,No,No
44297,No,No
19039,No,No
29943,Yes,No
44186,Yes,No
10189,Yes,No
37961,Yes,Yes
32795,Yes,No
41762,No,No
20514,Yes,No
34749,Yes,Yes
17861,Yes,No
32889,Yes,No
31796,No,No
23045,No,No
49746,Yes,No
29836,Yes,No
10410,Yes,No
18017,Yes,No
38055,Yes,No
46064,No,Yes
43823,No,Yes
25518,Yes,No
13775,No,No
45917,No,No
16631,Yes,No
32834,Yes,No
29819,Yes,No
7636,Yes,No
24642,No,No
19016,No,No
45482,No,No
31314,Yes,Yes
3454,Yes,No
14527,No,No
33208,No,No
35458,Yes,No
41477,No,No
29726,Yes,No
24553,No,No
15398,Yes,No
27479,Yes,No
42802,No,No
28985,Yes,No
20628,Yes,Yes
10993,Yes,Yes
11761,No,No
33747,No,No
41242,Yes,No
11666,Yes,No
14866,Yes,No
12560,No,Yes
12987,No,No
15067,Yes,No
15788,Yes,No
16208,Yes,No
15317,No,No
20291,Yes,No
24449,Yes,No
37639,No,No
35201,Yes,No
9035,Yes,No
1422,Yes,No
24127,Yes,No
47535,Yes,No
772,Yes,No
28966,Yes,No
37540,No,Yes
24627,No,No
1907,Yes,No
26552,Yes,No
35486,Yes,No
45987,No,No
36589,Yes,No
998,Yes,No
36399,Yes,No
45119,Yes,No
29301,Yes,No
42869,No,No
38561,No,No
47698,Yes,No
6769,No,No
16191,Yes,No
2454,Yes,No
8270,Yes,Yes
45225,Yes,No
8313,Yes,No
5681,No,No
51614,No,No
12566,No,Yes
8846,Yes,No
4710,Yes,No
45133,Yes,No
4258,No,No
18339,No,No
40357,Yes,No
46877,No,No
41235,Yes,No
14676,Yes,No
32850,Yes,No
13853,No,No
9100,Yes,No
11645,No,No
49996,No,No
4346,No,No
31722,No,No
16312,Yes,No
7928,No,Yes
39879,No,No
40439,No,No
17369,Yes,Yes
6631,No,Yes
36653,No,No
1097,Yes,No
1808,Yes,No
39859,No,No
5368,Yes,No
7051,Yes,No
35156,Yes,No
25528,Yes,No
4662,Yes,No
17195,Yes,No
19497,Yes,No
28926,No,No
18450,No,No
13623,Yes,No
3867,Yes,No
20892,Yes,No
17984,Yes,No
1936,No,No
41756,Yes,No
14564,No,No
47195,No,Yes
35872,Yes,No
1107,Yes,No
22838,No,No
45366,No,No
13931,No,No
43674,No,No
9947,No,Yes
47358,Yes,No
43440,No,No
30865,Yes,No
51107,No,Yes
41234,Yes,No
12990,No,No
26547,No,No
45524,No,No
12390,Yes,No
40946,Yes,Yes
15240,No,No
50577,Yes,No
10080,No,No
17118,No,No
35281,Yes,No
44102,Yes,No
30656,No,No
20579,Yes,No
44030,Yes,No
42245,Yes,No
22628,No,No
3874,Yes,No
17365,No,Yes
25955,No,No
24384,Yes,No
41691,No,No
34092,No,No
8079,Yes,No
50909,Yes,No
46100,No,No
23422,No,No
13842,No,No
12492,No,No
4748,No,No
16203,Yes,No
24334,No,No
35242,Yes,No
41192,Yes,No
19701,Yes,No
46059,No,Yes
3750,Yes,Yes
45649,No,No
40565,Yes,No
4403,No,Yes
42831,No,No
25599,Yes,No
24520,Yes,No
1467,No,No
43479,No,No
51302,No,Yes
48353,No,No
29329,No,No
29524,Yes,No
3012,Yes,Yes
14581,No,No
1802,Yes,No
48216,No,Yes
14097,Yes,No
1368,Yes,No
20314,Yes,Yes
47451,Yes,Yes
5949,Yes,No
42986,No,No
38170,Yes,Yes
17381,No,No
1032,Yes,No
6012,Yes,No
33315,Yes,No
16548,No,No
48185,Yes,Yes
37381,No,No
31890,No,No
47191,No,No
16761,Yes,No
42130,Yes,No
12834,No,No
46976,Yes,Yes
24317,Yes,Yes
22042,Yes,No
37051,Yes,No
29910,Yes,Yes
1176,Yes,No
43294,No,Yes
38850,No,No
5259,Yes,No
36782,Yes,No
15673,No,No
2746,Yes,No
27709,No,No
5375,Yes,No
26280,Yes,No
365,Yes,No
37391,No,No
41723,Yes,No
7788,Yes,Yes
50535,Yes,Yes
13878,No,No
44635,No,No
27847,No,No
42472,Yes,No
30196,Yes,No
24275,Yes,No
4041,Yes,No
12534,No,No
5702,No,No
32387,Yes,No
1241,Yes,No
43858,No,No
15426,No,No
45403,No,No
19640,Yes,No
39496,Yes,No
995,Yes,No
50526,Yes,No
42995,No,No
1144,Yes,No
34562,Yes,No
940,Yes,No
38946,Yes,No
32511,Yes,No
43582,Yes,No
1045,Yes,No
47071,No,No
29957,Yes,No
43556,Yes,No
27755,No,No
5126,Yes,No
22635,No,No
49132,Yes,No
43963,No,No
46968,Yes,Yes
7948,Yes,No
28129,Yes,No
2941,Yes,No
628,Yes,No
34993,Yes,No
9130,Yes,No
6500,No,No
39735,Yes,No
40256,No,No
25359,Yes,No
38366,No,No
20877,Yes,No
16845,Yes,No
18829,Yes,No
40343,No,Yes
45566,No,No
21849,Yes,No
51283,No,No
11098,Yes,No
20141,Yes,No
4711,Yes,No
31113,Yes,No
31277,No,No
29044,No,No
42038,Yes,No
51227,No,No
26106,Yes,No
16779,Yes,No
15592,Yes,Yes
49599,Yes,No
20932,No,No
25121,No,No
50847,Yes,No
38288,No,No
39465,Yes,No
17805,Yes,No
14020,No,No
48799,Yes,Yes
7634,Yes,No
32211,Yes,No
34994,Yes,No
27963,No,No
45340,No,No
14693,Yes,No
19767,Yes,No
41637,No,No
33124,Yes,No
12164,Yes,No
5638,No,Yes
19379,No,No
13498,Yes,No
33246,No,No
28123,Yes,No
15160,Yes,No
11968,No,No
2497,Yes,Yes
13704,No,No
45417,No,No
45657,Yes,No
30173,Yes,No
34380,No,No
9082,Yes,No
27125,Yes,No
27979,No,No
44755,Yes,No
1684,Yes,No
14176,No,No
25591,Yes,No
38317,No,No
48223,No,No
15463,No,No
43920,No,Yes
19142,No,Yes
46061,No,Yes
33873,Yes,No
13932,Yes,No
30339,Yes,No
47925,No,No
30071,Yes,No
8884,Yes,No
43522,No,No
39420,Yes,No
11808,Yes,No
6937,Yes,No
27465,Yes,Yes
15550,No,No
40548,No,No
50573,Yes,Yes
32299,Yes,No
3601,Yes,No
444,Yes,No
36778,No,No
45576,No,No
30700,No,No
33696,Yes,No
40810,No,No
32649,Yes,No
23139,Yes,No
6629,No,No
308,Yes,No
44435,Yes,No
10044,No,No
25694,No,No
37817,Yes,No
27550,Yes,No
48369,No,No
47480,Yes,No
16323,No,No
39819,Yes,No
30835,Yes,No
36045,No,No
35300,Yes,No
19152,No,No
48089,No,No
23887,Yes,No
28492,Yes,Yes
5113,Yes,Yes
47745,No,No
15694,Yes,No
17803,Yes,No
46206,Yes,No
29579,Yes,No
46498,No,No
47520,Yes,No
11021,Yes,No
39082,No,No
21028,No,No
11639,Yes,No
29506,Yes,No
34085,No,Yes
5989,Yes,No
2101,No,No
18487,Yes,No
26225,No,No
9497,Yes,No
37160,Yes,No
32131,No,No
11628,No,No
20080,Yes,No
50834,Yes,No
41309,Yes,No
25927,Yes,No
7228,No,No
28140,Yes,No
31002,No,No
3015,Yes,Yes
23042,No,No
41846,No,No
14338,No,No
11069,Yes,No
31101,Yes,No
39896,Yes,Yes
19164,No,No
11654,Yes,No
50346,Yes,No
30844,Yes,No
20501,Yes,No
31700,No,No
29984,Yes,No
30330,Yes,No
43681,No,No
39095,No,No
47965,Yes,Yes
20885,Yes,No
44301,No,No
20448,Yes,No
36850,No,No
46151,No,Yes
5049,No,Yes
44599,No,No
12955,No,No
43404,No,No
7563,Yes,No
34205,Yes,No
9360,No,No
23866,No,No
6756,No,Yes
43738,Yes,No
18934,Yes,No
21383,No,No
24337,Yes,No
2106,Yes,No
51024,Yes,No
21188,Yes,No
2336,Yes,No
3088,No,No
13161,No,No
29631,Yes,No
10873,No,Yes
33639,No,No
18927,No,No
2324,No,No
356,Yes,No
33884,No,No
1293,Yes,No
34767,Yes,No
634,Yes,No
39606,Yes,No
4200,No,No
29352,Yes,No
6238,No,No
29997,Yes,No
48239,Yes,Yes
23631,Yes,No
30047,Yes,Yes
39463,Yes,No
23641,No,No
21885,Yes,No
31488,No,No
22604,No,No
46867,No,No
18855,Yes,No
9724,Yes,No
12712,No,No
23374,No,No
22593,No,No
27043,Yes,No
21542,No,No
47595,Yes,No
22446,No,No
39574,Yes,No
6650,No,Yes
2169,No,No
26082,No,No
4066,Yes,No
51432,Yes,No
22374,Yes,No
17032,Yes,Yes
41826,Yes,No
14531,Yes,No
47053,Yes,No
47941,Yes,No
27835,No,Yes
51525,No,No
20043,Yes,Yes
43352,Yes,Yes
11078,Yes,No
20685,No,No
44585,No,No
14354,Yes,No
23456,Yes,Yes
27457,Yes,No
47795,No,Yes
34790,No,Yes
22882,No,No
13146,No,No
44910,Yes,No
29739,Yes,No
33261,Yes,No
30408,No,No
9629,No,No
26200,No,No
41593,No,No
10853,Yes,No
23621,Yes,No
7697,Yes,No
45010,Yes,No
49625,No,Yes
41160,Yes,No
32235,No,No
43865,Yes,Yes
50382,Yes,No
47101,No,No
45008,Yes,No
10673,Yes,No
39377,No,No
22790,Yes,No
11060,Yes,No
15598,Yes,No
33244,No,No
25113,No,No
51335,Yes,Yes
10483,No,No
39661,Yes,No
20466,Yes,No
48073,No,Yes
19100,No,No
19618,Yes,No
26531,Yes,Yes
20529,Yes,No
22729,Yes,Yes
45363,Yes,No
50866,Yes,Yes
18807,Yes,No
31373,Yes,No
37539,No,Yes
372,Yes,No
25180,Yes,No
13579,Yes,No
29107,No,No
22696,Yes,No
13400,No,No
27347,Yes,No
50862,Yes,No
47416,Yes,No
33129,Yes,No
33142,No,No
