restaurant_id,location_id,rest_type_id,listing_id,listing_city_id,name,address,phone,url,cost_for_two
28988,3,4,1,9,"""Cheesy Juicy Burgers""","""189/168, 9th Main Road, HSR Layout, Sector 6, HSR, Bangalore""","""+91 9740822011""","""https://www.zomato.com/bangalore/cheesy-juicy-burgers-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjU5OTA4IiwiMTgyNTQ1OTgiLCIxODc0MTExMiIsIjE4MTY1NzY1IiwxODg2Mjc3NSwiMTgzNjI0MTUiLCIxODc3ODE1MCIsIjE4NzI5Mzg1IiwiNTgyNDAiLCI1OTgxNyIsIjE4NzM1MjM0IiwiMTg3Mjg4OTQiLCI2MDA3OSIsIjE4NTY1ODg5IiwiNTUyNzUiLCIxODkyMjI2MCIsIjU0ODIyIiwiMTg1NTM0MjUiLCIxODc2Mzk1MCIsIjE4ODQ5MDE3IiwiMTg3MTU3MDAiLCIxODQxMjExNiJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gS29yYW1hbmdhbGEgNHRoIEJsb2NrIn19""",500
2734,7,4,2,17,"""Sandwich Mama's And Frozen Monster""","""22, Second Main Road, 7th Block, Jayanagar, Bangalore""","""00 09945784161""","""https://www.zomato.com/bangalore/sandwich-mamas-and-frozen-monster-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NTExNjM1IiwiMTg1NzY2NjciLCIxODY3ODYxOCIsIjE4NzIyODkzIiwxODcyMzE3MywiNTQ3ODQiLCIxODM2NjY5NyIsIjU5ODUwIiwiMTg1OTMwNDQiLCIxODY4MzM1NyIsIjU3NTE1IiwiMTg4ODYyNzgiLCIxODUyOTgxMyIsIjE4OTQxODA2IiwiMTg1OTUyNjIiLCIxODY3NDA2NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gQmFzYXZhbmFndWRpIn19""",250
27348,71,18,2,9,"""Juiced Burger""","""Delivery Only""","""+91 8197470002
+91 8033037777""","""https://www.zomato.com/bangalore/juiced-burger-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzk1MDc2IiwiMTg2MDkwMDQiLCI2MDg2NiIsIjE4ODA5ODc4IiwxODc3OTk4MiwiMTg2NjY2MzQiLCI1NjIzMSIsIjE4NTI5NjQ0IiwiMTg3MTY0NTAiLCIxODcwMjUwNyIsIjE4ODAyMjMxIiwiMTg3NDQxNzAiLCIxODc5OTM5NSIsIjUxMTU0IiwiMTg0MjYzNzMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==""",750
9361,23,11,2,7,"""The Marash""","""Shop 88, Jyoti Nivas College Road, Kormangala 5th Block, Bangalore""","""+91 8050000164""","""https://www.zomato.com/bangalore/the-marash-koramangala-5th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjA1NDE3IiwiNTA3MjAiLCIxODc4MTExNSIsIjE4ODQwODY0IiwxODc5OTU0MywiMTgzODkwMDYiLCI1ODI0MyIsIjE4ODkzNzQ1IiwiMTg2Mjg3ODAiLCI1MDE3OSIsIjU5NjcwIiwiMTg3MTk2MjUiLCI1OTc0NiIsIjE4NjEzNjY3IiwiMTg2NTA3ODMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==""",250
12694,29,22,1,14,"""The Souk""","""L1-08 Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, Bangalore""","""+91 9846709999""","""https://www.zomato.com/bangalore/the-souk-ulsoor?context=eyJzZSI6eyJlIjpbIjUwNDk5IiwiNTYyMDgiLCI1MjMwMCIsIjUwMjA2IiwxODYxODkyNiwiMTg3MDExMjgiLCIxODM5MTYwNyIsIjE4NDUyMzg3IiwiMTg1MDk3ODMiLCI1MDQzMyIsIjUwMjcwIiwiNTA1MDMiLCIxODU4OTk0NCIsIjE4NTI5ODE2IiwiNTA5OTUiLCIxODU2MDM3OCIsIjE4NDMwNzU1IiwiNTQ2NzUiLCIxODc0MDE2NyIsIjE4NzYzMTk0IiwiNTIxMTUiLCIxODgxMTAxOSIsIjUwODc3IiwiMTg1NTM3MDIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIENodXJjaCBTdHJlZXQifX0=""",800
8024,10,4,1,30,"""Sri Lakshmi Vaibhav""","""96 Shirdi Sai Nagar, Near Shirdi Saibaba Temple, Munnekolala Mahadevpura, Near Marathahalli, Bangalore""","""+91 6361531872
+91 9740244011""","""https://www.zomato.com/bangalore/sri-lakshmi-vaibhav-marathahalli-bangalore?context=eyJzZSI6eyJlIjpbIjUyMTMwIiwiMTg2Mzg1NjIiLCIxODYyNzYyNCIsIjE4OTIyNzExIiwxODgyNTQ1NCwiNTcxODciLCIxODc4NDU2NSIsIjU3MDUzIiwiMTg3Njk3NDIiLCIxODM5NTE3NSIsIjE4ODYxOTQ5IiwiMTg2MTk5MTIiLCIxODY1MTM1NyIsIjE4NjUwNzY5IiwiMTg3NTUyNDAiLCIxODcyMDcxMCJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gQnJvb2tlZmllbGQifX0=""",500
4865,14,4,1,12,"""Momo Rice Noodles""","""6, 2nd Floor, Opposite BRS Global School, Kasavanahalli Main Road, Sarjapur Road, Bangalore""","""+91 8884969170
+91 9538637531""","""https://www.zomato.com/bangalore/momo-rice-noodles-sarjapur-road-bangalore?context=eyJzZSI6eyJlIjpbIjUyOTQ5IiwiMTg5MDA4MTIiLCIxODg1NzIwMiIsIjE4ODc0NDY5IiwxODYzMjcyMywiMTg2NzU3ODgiLCIxODYyMzE0MiIsIjU2OTUzIiwiMTgzNzU1NDciLCI2MDY4NiIsIjU4OTk3IiwiMTg2NTYzNTIiLCIxODU4MDYzOSIsIjE4OTQyODU1IiwiNTcxNDgiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==""",600
32354,8,4,2,10,"""Magix's Parattha Roll""","""96, 100 Feet Ring Road, Vysya Bank Colony, 1st Stage, BTM, Bangalore""","""080 49652620""","""https://www.zomato.com/bangalore/magixs-parattha-roll-btm?context=eyJzZSI6eyJlIjpbIjUzMTI0IiwiNTA5MTUiLCIxODQ1MDg4MiIsIjE4OTAyMDUyIiw1NjYyNSwiMTg4Nzc5NTEiLCIxODc0Mjg1MCIsIjE4NDM1Njg4IiwiMTgzNjI0MDMiLCI1Nzg5MCIsIjE4NjI0ODk4IiwiMTg3NTMwMDciLCI1OTIwNSIsIjYwNDA3IiwiMTg3NTE4OTciLCIxODYxMTYzOSIsIjUxMTU0IiwiMTg4MTMwMzAiLCI1ODEyOSIsIjE4NDY3MjIwIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA2dGggQmxvY2sifX0=""",400
34640,8,4,1,10,"""South Side""","""Near Forum Mall Signal, Tavarekere Main Road, BTM, Bangalore""","""+91 9742792887""","""https://www.zomato.com/bangalore/south-side-btm?context=eyJzZSI6eyJlIjpbIjE4NzgzNDIxIiwiMTg4MDA2MjUiLCIxODg1MzUzOCIsIjE4NjA3MDI5IiwxODYzOTk2MywiMTg3MTIzNzciLCIxODk0MTc0MCIsIjE4NDY3MjQ3IiwiMTg0NzY0NDEiLCIxODQ3NjQ0NCIsIjE4NjU0NjIyIiwiMTg5NTE4NjUiLCIxODk1MTg1NyIsIjE4OTUxODk5IiwiMTg4ODU1ODkiLCIxODU3MTM0OCIsIjE4Njc0MDQ1IiwiMTg1ODY0MTciLCIxODQxMjM5OSIsIjE4MzYyNDAxIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA2dGggQmxvY2sifX0=""",250
26394,55,4,1,13,"""Udupas Veg Restaurant""","""1, Opposite ITC Gate No 1, Banaswadi, Bangalore""","""+91 9448042267""","""https://www.zomato.com/bangalore/udupas-veg-restaurant-banaswadi?context=eyJzZSI6eyJlIjpbIjE4NzYxMTkwIiwiMTg2MzIyNjQiLCIxODY3ODM5NSIsIjU0MjkxIiwxODQzNTY4NCwiNTQ1NjciLCI1NjkyNiIsIjE4MTczMDYxIiwiMTg3NTYzMjYiLCIxODg5MzYwOCIsIjE4NjQyNzYzIiwiMTg3ODg5NDIiLCIxODY3ODA1MCIsIjE4NTgxMDgxIiwiMTg2MzE1OTAiLCIxODU3MTgwMiIsIjU2NTM1IiwiNTY5NTkiLCIxODM4NTQxMyIsIjU4MTgxIiwiMTg2NzgxNTQiLCIxODc1NjQxOSIsIjE4NzYwMzc4IiwiMTg3NjAyNDciXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEthbW1hbmFoYWxsaSJ9fQ==""",300
378,13,4,2,29,"""Dakshin Kitchen""","""Kabirmutt Road, Gavipuram Extension, Basavanagudi, Bangalore""","""""","""https://www.zomato.com/bangalore/dakshin-kitchen-basavanagudi-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njc2NTUxIiwiMTg2NTg3OTQiLCIxODY0Mjk5NiIsIjE4NjQzNTE4IiwxODY1NTgyOSwiMTg2NDczMTYiLCIxODY1MDI2OCIsIjE4NjQ2NDg1IiwiMTg3MjkwMTQiLCIxODcyOTQwOSIsIjE4NzEzOTk1IiwiMTg3MjcyMDMiLCIxODcyODA0NSIsIjE4NzI3Mjc1IiwiMTg3Mjc3OTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJhbmFzaGFua2FyaSJ9fQ==""",100
30227,43,4,2,18,"""Kanchanjunga Kitchen - The Flavour of Hills""","""127, 2nd D Main Road, Opposite Corporation Bank, Koramangala 8th Block, Bangalore""","""+91 7829146199""","""https://www.zomato.com/bangalore/kanchanjunga-kitchen-the-flavour-of-hills-koramangala-8th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4NzA5OTgxIiwiMTgxOTg5MDkiLCIxODczOTAwNCIsIjE4NzkwNDU5IiwxODg2Njg4OSwiMTg4NzI3MDYiLCIxODU0MDczNSIsIjE4NzAxMzY2IiwiMTg1MzUwODQiLCIxODY4NzQwOCIsIjUyMDQ4IiwiMTg4NTE3ODgiLCIxODkxNTgwMCIsIjE4ODQ4NjgyIiwiMTg3NzAwMDAiLCIxODc3MjY4OSIsIjE4MzgyOTUwIiwiMTg0NTU1OTMiLCIxODY3ODk5OSIsIjE4NjUwNzgzIl0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA1dGggQmxvY2sifX0=""",300
48311,50,1,1,19,"""Swathi Deluxe Restaurant""","""Near Big Bazar, Double Road, Shanti Nagar, Bangalore""","""+91 9880218888
080 22210083""","""https://www.zomato.com/bangalore/swathi-deluxe-restaurant-shanti-nagar?context=eyJzZSI6eyJlIjpbIjYwMjA1IiwiMTg0NTU1NzciLCI1MDg5MSIsIjUwNzY5Iiw1NDEyMCwiNTA2OTkiLCIxODc0MDE2NyIsIjUyMTc1IiwiMTg3MzgyMjMiLCI1MjM5NCIsIjE4MTYzODQ1IiwiMTg2NjEzMjYiLCI1MTk0MSIsIjUxMzY3IiwiMTg1ODAzMDIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIFJlc2lkZW5jeSBSb2FkIn19""",500
5029,46,1,7,22,"""BISO - Citrus Hotels""","""Citrus Hotels, 34, Cunningham Road, Bangalore""","""+91 7022006109
+91 7022066120""","""https://www.zomato.com/bangalore/biso-citrus-hotels-cunningham-road-bangalore?context=eyJzZSI6eyJlIjpbIjU0MDUwIiwiNTI1NzkiLCIxODQ4MDAyOCIsIjUxOTMzIiw1ODAxOV0sInQiOiJSZXN0YXVyYW50cyBpbiBCcmlnYWRlIFJvYWQgc2VydmluZyBCdWZmZXQifX0=""",1100
7433,10,52,2,30,"""Parasme""","""1304, 7th Cross Rd AECS Layout - D Block, AECS Layout, Marathahalli""","""+91 9845191369
+91 7899421304""","""https://www.zomato.com/bangalore/parasme-marathahalli?context=eyJzZSI6eyJlIjpbIjE4NDUwODc5IiwiMTgyMzE0MTQiLCIxODQ3MDc5MyIsIjE4NTMxOTQzIiwxODUzNTQwMiwiMTg1MDg2MDEiLCIxODUxMzY0MiIsIjE4NTU3ODcwIiwiMTg1NTMyNzkiLCIxODU0NzY4NSIsIjE4NjAyNTk0IiwiMTg2MTA5OTIiLCIxODYxMjkxOSIsIjE4NjI1NTg3IiwiMTg2MjE5NDgiLCIxODYyNDQ2MCIsIjE4NjE5MzkxIiwiMTg2MjA4NTQiLCIxODYyMDc4MCIsIjE4NjIxMjM5IiwiMTg2NjQzMzUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJyb29rZWZpZWxkIn19""",400
8579,7,1,2,7,"""Protein Grillhouse""","""11, 42nd, A Cross Road, 5th Block, Jayanagar, Bangalore""","""080 49652878""","""https://www.zomato.com/bangalore/protein-grillhouse-jayanagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NDM5NjYyIiwiMTg4OTY2NzIiLCIxODYxODg3MyIsIjE4NTM1MDE1IiwxODc5MTA5OSwiMTg0MjYzNzMiLCIxODg4NTM0MiIsIjE4NjAyODE5IiwiMTg1NjU4ODkiLCIxODU3MDQ5MCIsIjE4NTU0NTQ4IiwiNTgxMDEiLCIxODYzMjcxNyIsIjE4NTkwMzA2IiwiMTg1ODY0MTciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==""",800
46480,59,12,2,28,"""Dose Mane""","""336, 58th Cross Road, 3rd Block, Rajaji Nagar, Bengaluru""","""+91 9740085513""","""https://www.zomato.com/bangalore/dose-mane-rajajinagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4Njc5MzU0IiwiMTgzNTMwODgiLCI1NzIwOCIsIjU0NjczIiwxODkxOTM0NywiNTg3MzMiLCI1NTE3NSIsIjU1Njg4IiwiNTcxMDgiLCI1OTc4NiIsIjE4NTAyMTA3IiwiMTg1MDIwOTkiLCI1OTc5MiIsIjE4NjgxNTQ0IiwiMTg4NTE0NTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFJhamFqaW5hZ2FyIn19""",150
46617,9,4,2,28,"""Four Seasons Fast Food""","""502, 3rd Cross, Sampige Road, Malleshwaram, Bangalore""","""+91 9945798540
+91 8147771957""","""https://www.zomato.com/bangalore/four-seasons-fast-food-malleshwaram?context=eyJzZSI6eyJlIjpbIjE4NzgyNjc4IiwiMTg4NTY5NDkiLCIxODcxODg4OCIsIjE4ODY1Njk1Iiw1NzY2OCwiNTMxODgiLCIxODY2NDEyMiIsIjE4NzA5Mjk1IiwiMTg0MzA3NTMiLCI1NzEyNiIsIjU5MDE1IiwiNTk3MjEiLCI2MDU5MSIsIjE4ODA5MDkzIiwiMTg4MTIxODEiLCIxODg1OTU4NCIsIjE4Mzg1NDI0Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBSYWphamluYWdhciJ9fQ==""",400
12339,37,2,2,14,"""Hoppipola""","""14, 3rd Floor, Church Street, Bangalore""","""+91 9620216162""","""https://www.zomato.com/bangalore/hoppipola-church-street?context=eyJzZSI6eyJlIjpbIjUzNTk5IiwiMTg1Mjk4MTYiLCI1MDk5NSIsIjE4MTY1NzcxIiw1OTcyMywiNTIyNTMiLCI1MTAwMyIsIjE4NjgwMzY5IiwiMTg2NDgzOTIiLCI1OTIyOSIsIjUxODA1IiwiMTg1MDM3NDYiLCIxODgxOTE4OSIsIjUxMDA4IiwiNTE2NTUiLCIxODg4MjUxNCIsIjUzNTY2IiwiMTgyNjM0MDMiLCI1MTAyOSIsIjE4NzA3Mzk1IiwiNTE5MDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIENodXJjaCBTdHJlZXQifX0=""",1300
3954,3,46,2,12,"""North Indian Kitchen""","""2610, 27th Main, Near NIFT, HSR Layout, HSR, Bangalore""","""""","""https://www.zomato.com/bangalore/north-indian-kitchen-hsr?context=eyJzZSI6eyJlIjpbIjE4NTg4NTIzIiwiMTgwMTE2NjQiLCIxODY2Nzg2MSIsIjU5ODQ2IiwxODU3MTQ4NSwiMTg4ODI3NjMiLCIxODU1OTQ2NyIsIjE4NzM1MjM0IiwiMTg4OTQ3MzciLCIxODc1NzQ0NyIsIjU4NTcxIiwiMTg1OTk4MzciLCIxODY1MDk4MCIsIjE4NTgyNjI2IiwiMTgzMTM1MTUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==""",0
18859,22,4,1,24,"""KFC""","""38/1A, CMH Road, Indiranagar, Bangalore""","""080 33994444""","""https://www.zomato.com/bangalore/kfc-indiranagar?context=eyJzZSI6eyJlIjpbIjU2NDY0IiwiNTQ2OTkiLCI1MDY3NCIsIjE4NzYzNDk0Iiw1MDU3MSwiMTg3NjA5MjYiLCIxODAxMTY1NiIsIjE4NDYwMDU4IiwiMTg0ODAwMjQiLCIxODY4NzY0MSIsIjUwMzg1IiwiNTUxMjkiLCIxODI2MDA1MyIsIjE4ODc5MjY0IiwiMTg3MDI2ODYiLCIxODAyMjI4MiIsIjE4MzQ2MzMzIiwiNTI2OTgiLCI1NjM1MSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gSW5kaXJhbmFnYXIifX0=""",450
30013,3,4,2,18,"""Kababji Cafe""","""14th Main, 4th Sector, HSR, Bangalore""","""080 43334321""","""https://www.zomato.com/bangalore/kababji-cafe-hsr-bangalore?context=eyJzZSI6eyJlIjpbIjE4OTI3ODEwIiwiMTgyOTAwOTYiLCIxODg3NzUzNCIsIjE4NzI1NTc0IiwxODc5Nzc4MiwiNTc4NjciLCI1OTMwNCIsIjE4NjcwNDI4IiwiNTcyOTIiLCI2MDU0NyIsIjE4NjMxOTUxIiwiMTg3NTE4NzciLCIxODc3NzkyNyIsIjE4ODE5OTg1IiwiMTg1Mjk2NDQiLCIxODU1NjM0NSIsIjE4Njc1Njg0IiwiMTg2Nzk5OTAiLCIxODcxMzQzNyIsIjE4ODY1OTIwIiwiMTg4Nzc3NjkiLCIxODc2OTYxMiIsIjE4NzAyMDI3IiwiMTg1OTc4OTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==""",300
27448,8,4,2,9,"""Habitts""","""18th Main, Cashier Layout, Chocolate Factory Road,1st Stage, BTM, Bangalore""","""+91 9916889996""","""https://www.zomato.com/bangalore/habitts-btm?context=eyJzZSI6eyJlIjpbIjU5MTE2IiwiMTg2MzkwOTEiLCIxODUzMTcxNCIsIjE4NTUwMTIyIiwxODYwOTE5OSwiMTg2Nzc2MTEiLCI1NDY1NCIsIjE4NjI3NjYwIiwiMTg1NjI0ODAiLCIxODIyMTU0NCIsIjE4NjAxNjY2IiwiMTg5NTExNDYiLCIxODcyODkwNCIsIjE4NjE3NTM1IiwiMTgzMzMxNjYiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDR0aCBCbG9jayJ9fQ==""",350
37293,31,4,1,8,"""New Royal Treat""","""8/3, Opposite St. Thomas Parish Hall, 4th Cross, Bhavani Layout, Bannerghatta Road, Bangalore""","""+91 7676992244
+91 8041153336""","""https://www.zomato.com/bangalore/new-royal-treat-bannerghatta-road?context=eyJzZSI6eyJlIjpbIjE4ODc1NzIyIiwiMTgzOTg0MjUiLCIxODcyNzI3NCIsIjE4ODkyNjIzIiw1Njg5MiwiMTg4NTU2NDYiLCI2MTA1MSIsIjE4ODAzNzIyIiwiMTg1MDkzMDAiLCI1ODYwOSIsIjUxMDg1IiwiMTg1Nzk5NTUiLCI1NzAxNiIsIjE4NjMxOTQxIiwiMTg0MTI0MjYiLCIxODQ1NTU3MCIsIjE4NjA4OTkzIl0sInQiOiJEaW5lLU91dCBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA3dGggQmxvY2sifX0=""",350
50122,28,53,5,4,"""Biggies Burger 'n' More""","""Club House, AWHO, Sandeep Vihar, Whitefield - Hoskote Road, Whitefield, Bangalore""","""+91 9945016825""","""https://www.zomato.com/bangalore/biggies-burger-n-more-whitefield?context=eyJzZSI6eyJlIjpbIjUxNDg5IiwiNTg0OTYiLCI1NDE1NSIsIjE4OTAzMzU5IiwxODQ1MDg4NCwiMTg1OTcxNTQiLCIxODU5NzgzNSIsIjE4NDMxOTY2IiwiMTg1NTQ5ODgiLCIxODk1MTg0NyIsIjU3MDYzIiwiNTE5OTciLCIxODczMDEyMiIsIjE4Njc3OTg3IiwiMTg3NjI2OTgiLCIxODgxMTA0NCIsIjE4NzE5ODQ1Il0sInQiOiJDYWZcdTAwZTlzIGFuZCBEZWxpcyBpbiBXaGl0ZWZpZWxkIn19""",400
46521,59,4,2,28,"""Ambika Biryani Corner""","""5th Cross, Shankarnagar Main Road, Opposite More Supermarket, Mahalakshmi Layout, Rajajinagar, Bangalore""","""+91 9482788912
080 23379955""","""https://www.zomato.com/bangalore/ambika-biryani-corner-rajajinagar?context=eyJzZSI6eyJlIjpbIjE4OTQ4MTY0IiwiMTg5MzQwODQiLCIxODUxMzM2MyIsIjE4ODUyOTEwIiw1NTg2MSwiMTg2ODQzODYiLCIxODMzMzE3NyIsIjE4MzUzMTE4IiwiMTg1MDIxMjQiLCIxODM4MzQzOSIsIjE4NzU3NjYxIiwiMTg2NDk3OTUiLCI1ODkwNCIsIjU1NDkyIiwiNTE0MzgiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFJhamFqaW5hZ2FyIn19""",300
16306,15,1,2,3,"""Koshe Kosha""","""1016, 1st Floor, 80 Feet Road, Koramangala 1st Block, Bangalore""","""+91 9830949494""","""https://www.zomato.com/bangalore/koshe-kosha-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4Nzg0MDU3IiwiMTg3MTI1MzIiLCI1MjQ4OCIsIjUxNTgwIiwxODI0NjQ5NywiNTg3NjAiLCIxODQyNjM3MyIsIjE4NjA3NzE3IiwiMTg4NzI3MDYiLCIxODUxMjQ0MSIsIjE4NzMwMTIxIiwiMTg3ODk4MjgiLCIxODg2NTU0OCIsIjE4ODUyNDc1IiwiNjA3NzkiLCIxODU0MjczMCIsIjE4NzYyODcwIiwiMTgzNDYzNTQiLCIxODcxODg3NCIsIjE4OTI3MzQ3IiwiMTg2MTgyODQiLCIxODcyNTY2OSJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gSFNSIn19""",600
32973,8,4,2,10,"""Healthy Parathawala""","""22, Ground Floor, 9th Main, 2nd Cross Road, BTM Layout 1, Bangalore""","""+91 8095555240""","""https://www.zomato.com/bangalore/healthy-parathawala-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjgyMTYzIiwiMTg5MzM5MzgiLCIxODc5NTA3NiIsIjUzNjY2IiwxODkxNTgwMCwiMTg1OTIyMjAiLCI2MTAxOSIsIjE4NjcwNDI4IiwiMTgyNzgyMzAiLCI1ODk3OSIsIjE4ODg5MTIyIiwiNTU4ODQiLCI1NDQwNyIsIjE4NzM0MDI1IiwiMTgzMjM2MjIiLCIxODU1NzQ4NCJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gS29yYW1hbmdhbGEgNnRoIEJsb2NrIn19""",200
50301,28,1,2,4,"""You Mee""","""Ground Floor, Forum Shantiniketan, Whitefield Main Road, Thigalarapalya, Hoodi, Whitefield, Bangalore""","""+91 9315403715""","""https://www.zomato.com/bangalore/you-mee-whitefield-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODg0MDQzIiwiMTg5MDAxMzQiLCIxODQ3NjQ2NyIsIjE4NzY1MDk3IiwxODgwMjQ2MCwiMTg4ODUzNDciLCIxODc5NzY2MCIsIjE4ODYzMzE0IiwiMTg3NzcyODMiLCIxODU0MDcxMCIsIjE4NTUyNDA1IiwiMTg1MDg2MDEiLCIxODY0OTMwMSIsIjE4OTQzNTI3IiwiNTcwODUiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFdoaXRlZmllbGQifX0=""",2000
49453,33,11,2,16,"""Butter Side Up""","""18/1, First Floor, HMR Complex, Above ""Phulke Ghar Me"", Bellandur Cross Road, Bellandur, Bangalore, India""","""+91 9513144558""","""https://www.zomato.com/bangalore/butter-side-up-bellandur?context=eyJzZSI6eyJlIjpbIjE4MzM5ODcwIiwiNTg2NjYiLCIxODcyMjczNiIsIjE4NjU0NjM3Iiw1MjgyOCwiMTgzMDU2NTAiLCIxODk0NDA5MyIsIjE4OTQ4OTYwIiwiMTg3MTAyNjIiLCIxODMwNTYyNCIsIjU3MTY3IiwiMTg4MDg1MDQiLCIxODY2MzY4MSIsIjE4NjA1MzA3IiwiMTg4OTUxNjQiLCI1MzIyMiIsIjE4NzM3NzYwIiwiMTg2MzUyMjIiLCIxODkzMDg4NyIsIjE4OTY0ODQ3IiwiMTg3MjU2NjkiLCIxODMwNDczNiIsIjE4OTQ2NzMwIiwiNTAzNDMiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFNhcmphcHVyIFJvYWQifX0=""",600
14867,57,4,2,6,"""The Grand Taj""","""5/1, Lady Curzon Road, Shivajinagar, Bangalore""","""080 25591838
+91 9945106300""","""https://www.zomato.com/bangalore/the-grand-taj-shivajinagar-bangalore?context=eyJzZSI6eyJlIjpbIjUxMDgxIiwiNTMyMTYiLCIxODM2OTg1MiIsIjE4NjMxMjIwIiw1MTAwMywiNTQxMDkiLCI1NzQzOCIsIjUzOTQyIiwiNTQ2NjIiLCI1MTY1OSIsIjE4NTU1MzQwIiwiNTIxMDYiLCI1MTg5OSIsIjE4MzU5OTAzIiwiNTAwNDEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEZyYXplciBUb3duIn19""",350
38689,32,1,1,20,"""Mahjong Room - WelcomHotel Bengaluru""","""WelcomHotel Bengaluru, 46, Richmond Road, Bangalore""","""080 67041790
080 25001700""","""https://www.zomato.com/bangalore/mahjong-room-welcomhotel-bengaluru-richmond-road-bangalore?context=eyJzZSI6eyJlIjpbIjUwNzA1IiwiNTI3MDAiLCIxODg2Njg2NSIsIjUxOTEyIiwxODc5NTk1MSwiNTU4NzkiLCIxODU5MTM0OCIsIjE4NzU3NTIzIiwiNTAwNDYiLCI1MDU2NiIsIjE4NzcxMjI4IiwiMTg3MDUwNzMiLCI1MzkxNSIsIjE4NDYzNTY2IiwiMTg1MTg2NTIiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==""",1200
50012,33,21,1,16,"""Crack That""","""RMZ Ecospace Internal Road, Adarsh Palm Retreat, Bellandur, Bangalore""","""+91 8884408448""","""https://www.zomato.com/bangalore/crack-that-bellandur?context=eyJzZSI6eyJlIjpbIjE4ODkxNjAyIiwiMTg4NTU1MTkiLCIxODI4NzQ5NCIsIjE4ODY2Njg0IiwxODU3MDc0MiwiMTg1NzEzNjMiLCIxODU3OTE3NyIsIjU1MDU2IiwiNjA0OTgiLCIxODYxNzA5NiIsIjE4NjIyMjg5IiwiMTg2NDE4OTMiLCIxODUyNDg0MiIsIjU0OTcwIiwiNTc3NjUiLCI1NzkzNSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gU2FyamFwdXIgUm9hZCJ9fQ==""",500
